India,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
46,1846,-0.02266666666666667,-0.33,,,,
47,1847,-0.49266666666666664,-0.31,,,,
48,1848,-0.37266666666666665,-0.28,,,,
49,1849,-0.4126666666666667,-0.25,,,,
50,1850,-0.11266666666666664,-0.22,0.22,0.25,0.27,0.25
51,1851,-0.14266666666666666,-0.2,0.23,0.25,0.27,0.25
52,1852,-0.22266666666666673,-0.18,0.23,0.25,0.27,0.25
53,1853,0.0673333333333333,-0.17,0.23,0.25,0.28,0.25
54,1854,0.02733333333333332,-0.16,0.24,0.26,0.28,0.26
55,1855,0.03733333333333333,-0.16,0.24,0.26,0.28,0.26
56,1856,-0.35266666666666674,-0.15,0.24,0.26,0.28,0.26
57,1857,-0.7226666666666666,-0.15,0.25,0.26,0.28,0.26
58,1858,-0.03266666666666668,-0.15,0.25,0.26,0.29,0.26
59,1859,0.02733333333333332,-0.14,0.25,0.27,0.29,0.27
60,1860,-0.25266666666666665,-0.12,0.26,0.27,0.29,0.27
61,1861,-0.39266666666666666,-0.1,0.26,0.27,0.29,0.27
62,1862,,,0.26,0.27,0.3,0.27
63,1863,-0.1826666666666667,-0.06,0.27,0.28,0.3,0.28
64,1864,-0.3226666666666667,-0.03,0.27,0.28,0.3,0.28
65,1865,0.2373333333333333,-0.01,0.28,0.29,0.31,0.29
66,1866,0.3273333333333333,0.01,0.28,0.29,0.31,0.29
67,1867,0.3273333333333333,0.03,0.28,0.29,0.32,0.29
68,1868,0.07733333333333331,0.05,0.29,0.3,0.32,0.3
69,1869,0.14733333333333332,0.08,0.29,0.3,0.33,0.3
70,1870,-0.0626666666666667,0.1,0.29,0.31,0.33,0.3
71,1871,-0.01266666666666666,0.11,0.3,0.31,0.34,0.31
72,1872,-0.002666666666666706,0.11,0.3,0.32,0.34,0.31
73,1873,0.10733333333333334,0.11,0.3,0.32,0.34,0.31
74,1874,0.1873333333333333,0.12,0.3,0.32,0.34,0.31
75,1875,0.1273333333333333,0.12,0.3,0.32,0.34,0.31
76,1876,0.08733333333333332,0.12,0.29,0.32,0.34,0.31
77,1877,0.2573333333333333,0.12,0.29,0.31,0.33,0.3
78,1878,0.5273333333333333,0.1,0.28,0.3,0.33,0.3
79,1879,-0.002666666666666706,0.08,0.27,0.3,0.32,0.29
80,1880,0.24733333333333332,0.05,0.27,0.29,0.31,0.29
81,1881,0.0673333333333333,0.03,0.26,0.28,0.31,0.28
82,1882,-0.002666666666666706,0.01,0.26,0.28,0.3,0.28
83,1883,-0.25266666666666665,-0.01,0.26,0.28,0.3,0.27
84,1884,-0.36266666666666664,-0.02,0.26,0.28,0.3,0.27
85,1885,-0.22266666666666673,-0.02,0.26,0.28,0.3,0.27
86,1886,0.02733333333333332,-0.02,0.26,0.28,0.3,0.27
87,1887,-0.1926666666666667,-0.0,0.26,0.27,0.3,0.27
88,1888,0.0673333333333333,0.02,0.26,0.28,0.3,0.27
89,1889,0.3673333333333333,0.06,0.26,0.28,0.3,0.27
90,1890,0.08733333333333332,0.11,0.26,0.28,0.3,0.28
91,1891,0.007333333333333303,0.17,0.26,0.29,0.31,0.28
92,1892,0.3473333333333333,0.23,0.27,0.29,0.32,0.29
93,1893,-0.7326666666666666,0.28,0.28,0.3,0.33,0.3
94,1894,0.0673333333333333,0.33,0.29,0.31,0.33,0.3
95,1895,0.21733333333333332,0.37,0.29,0.32,0.34,0.31
96,1896,0.8073333333333332,0.41,0.3,0.32,0.34,0.31
97,1897,0.6273333333333333,0.43,0.3,0.32,0.34,0.31
98,1898,0.4673333333333333,0.45,0.3,0.32,0.34,0.31
99,1899,0.5573333333333333,0.45,0.3,0.32,0.34,0.31
100,1900,0.7573333333333333,0.44,0.3,0.32,0.34,0.31
101,1901,0.4673333333333333,0.41,0.3,0.32,0.34,0.31
102,1902,0.6873333333333334,0.38,0.3,0.32,0.34,0.31
103,1903,0.15733333333333333,0.34,0.31,0.32,0.34,0.31
104,1904,0.1373333333333333,0.29,0.31,0.32,0.34,0.31
105,1905,-0.052666666666666695,0.25,0.31,0.32,0.34,0.31
106,1906,0.30733333333333335,0.21,0.31,0.32,0.34,0.31
107,1907,0.11733333333333329,0.18,0.31,0.32,0.34,0.31
108,1908,0.14733333333333332,0.17,0.31,0.32,0.34,0.31
109,1909,0.05733333333333329,0.16,0.31,0.33,0.35,0.32
110,1910,-0.08266666666666672,0.17,0.32,0.34,0.35,0.33
111,1911,0.2673333333333333,0.18,0.33,0.35,0.37,0.34
112,1912,0.3773333333333333,0.19,0.34,0.36,0.38,0.35
113,1913,0.0673333333333333,0.2,0.35,0.37,0.39,0.35
114,1914,0.1873333333333333,0.21,0.36,0.37,0.4,0.36
115,1915,0.6373333333333333,0.23,0.36,0.38,0.4,0.37
116,1916,0.1873333333333333,0.24,0.37,0.39,0.41,0.38
117,1917,-0.5526666666666666,0.26,0.37,0.39,0.41,0.38
118,1918,0.1273333333333333,0.27,0.38,0.4,0.42,0.39
119,1919,0.2273333333333333,0.27,0.39,0.41,0.43,0.4
120,1920,0.30733333333333335,0.27,0.4,0.42,0.44,0.4
121,1921,0.5473333333333333,0.26,0.41,0.42,0.45,0.41
122,1922,0.2373333333333333,0.26,0.41,0.43,0.46,0.42
123,1923,0.28733333333333333,0.26,0.42,0.44,0.46,0.43
124,1924,0.4373333333333333,0.26,0.43,0.45,0.47,0.44
125,1925,-0.002666666666666706,0.26,0.44,0.45,0.47,0.45
126,1926,0.1873333333333333,0.26,0.44,0.46,0.48,0.45
127,1927,0.05733333333333329,0.25,0.45,0.47,0.48,0.46
128,1928,0.41733333333333333,0.23,0.46,0.47,0.49,0.47
129,1929,0.2573333333333333,0.22,0.47,0.48,0.5,0.48
130,1930,0.1273333333333333,0.2,0.48,0.49,0.51,0.49
131,1931,0.5473333333333333,0.19,0.49,0.5,0.52,0.5
132,1932,0.3773333333333333,0.19,0.5,0.51,0.53,0.51
133,1933,-0.11266666666666664,0.19,0.51,0.52,0.53,0.51
134,1934,0.05733333333333329,0.18,0.52,0.53,0.54,0.52
135,1935,0.08733333333333332,0.19,0.53,0.53,0.54,0.53
136,1936,0.1773333333333333,0.19,0.53,0.54,0.55,0.53
137,1937,0.03733333333333333,0.2,0.54,0.54,0.55,0.54
138,1938,0.20733333333333331,0.2,0.54,0.55,0.56,0.54
139,1939,0.30733333333333335,0.21,0.55,0.55,0.56,0.55
140,1940,0.20733333333333331,0.23,0.55,0.56,0.57,0.56
141,1941,0.9673333333333334,0.25,0.56,0.57,0.58,0.56
142,1942,0.5173333333333333,0.28,0.56,0.57,0.58,0.57
143,1943,0.15733333333333333,0.3,0.57,0.58,0.59,0.57
144,1944,0.15733333333333333,0.31,0.57,0.58,0.59,0.58
145,1945,-0.0626666666666667,0.33,0.57,0.58,0.6,0.58
146,1946,0.4573333333333333,0.35,0.57,0.59,0.6,0.58
147,1947,0.5773333333333333,0.36,0.57,0.59,0.6,0.58
148,1948,0.4873333333333333,0.38,0.57,0.59,0.6,0.58
149,1949,0.3373333333333333,0.4,0.57,0.59,0.61,0.58
150,1950,-0.042666666666666686,0.41,0.57,0.59,0.61,0.58
151,1951,0.5173333333333333,0.41,0.57,0.59,0.61,0.59
152,1952,0.6673333333333333,0.42,0.58,0.59,0.61,0.59
153,1953,0.8473333333333333,0.42,0.58,0.6,0.61,0.59
154,1954,0.4373333333333333,0.42,0.58,0.6,0.61,0.59
155,1955,0.1973333333333333,0.42,0.58,0.6,0.61,0.59
156,1956,0.1373333333333333,0.41,0.57,0.59,0.6,0.59
157,1957,0.21733333333333332,0.4,0.57,0.59,0.6,0.58
158,1958,0.7573333333333333,0.38,0.56,0.58,0.59,0.57
159,1959,0.5373333333333333,0.37,0.55,0.57,0.58,0.56
160,1960,0.5373333333333333,0.38,0.54,0.56,0.57,0.55
161,1961,0.03733333333333333,0.38,0.53,0.55,0.56,0.54
162,1962,0.0673333333333333,0.4,0.52,0.54,0.55,0.53
163,1963,0.42733333333333334,0.41,0.51,0.54,0.55,0.53
164,1964,0.4073333333333333,0.41,0.51,0.53,0.54,0.52
165,1965,0.47733333333333333,0.41,0.5,0.53,0.53,0.52
166,1966,0.7573333333333333,0.42,0.5,0.52,0.53,0.51
167,1967,0.3373333333333333,0.43,0.49,0.51,0.52,0.5
168,1968,0.24733333333333332,0.45,0.48,0.51,0.52,0.5
169,1969,0.8873333333333333,0.46,0.48,0.51,0.52,0.5
170,1970,0.4073333333333333,0.46,0.48,0.51,0.52,0.5
171,1971,-0.08266666666666672,0.46,0.49,0.51,0.52,0.5
172,1972,0.5673333333333334,0.46,0.5,0.52,0.53,0.51
173,1973,0.6773333333333333,0.47,0.52,0.54,0.55,0.53
174,1974,0.4473333333333333,0.48,0.53,0.55,0.56,0.54
175,1975,0.16733333333333333,0.5,0.54,0.56,0.57,0.55
176,1976,0.5273333333333333,0.51,0.56,0.57,0.59,0.56
177,1977,0.5973333333333333,0.51,0.57,0.59,0.6,0.58
178,1978,0.2773333333333333,0.52,0.58,0.6,0.62,0.59
179,1979,0.8273333333333333,0.52,0.59,0.61,0.63,0.6
180,1980,0.8873333333333333,0.53,0.6,0.62,0.64,0.61
181,1981,0.4873333333333333,0.55,0.61,0.63,0.65,0.62
182,1982,0.47733333333333333,0.57,0.62,0.64,0.66,0.63
183,1983,0.21733333333333332,0.59,0.63,0.65,0.68,0.64
184,1984,0.4473333333333333,0.59,0.64,0.66,0.69,0.65
185,1985,0.7473333333333333,0.59,0.65,0.67,0.69,0.66
186,1986,0.5873333333333333,0.58,0.66,0.68,0.7,0.67
187,1987,1.0273333333333332,0.58,0.66,0.68,0.71,0.67
188,1988,0.9773333333333334,0.59,0.67,0.69,0.71,0.68
189,1989,0.3973333333333333,0.6,0.68,0.7,0.72,0.69
190,1990,0.41733333333333333,0.61,0.69,0.71,0.73,0.7
191,1991,0.5673333333333334,0.61,0.7,0.72,0.74,0.71
192,1992,0.4973333333333333,0.62,0.72,0.73,0.75,0.72
193,1993,0.6473333333333333,0.63,0.73,0.75,0.76,0.74
194,1994,0.5373333333333333,0.65,0.75,0.77,0.78,0.76
195,1995,0.7073333333333334,0.68,0.77,0.79,0.8,0.77
196,1996,0.7073333333333334,0.72,0.79,0.8,0.81,0.79
197,1997,0.3473333333333333,0.77,0.81,0.82,0.83,0.81
198,1998,1.0573333333333332,0.81,0.82,0.84,0.85,0.83
199,1999,0.9573333333333334,0.85,0.84,0.86,0.86,0.84
200,2000,0.8173333333333332,0.89,0.86,0.87,0.88,0.86
201,2001,0.9273333333333333,0.93,0.88,0.89,0.9,0.88
202,2002,1.2673333333333334,0.96,0.9,0.91,0.92,0.9
203,2003,1.0073333333333334,0.99,0.92,0.93,0.94,0.92
204,2004,1.0073333333333334,1.02,0.94,0.95,0.96,0.94
205,2005,0.9073333333333333,1.04,0.96,0.97,0.98,0.96
206,2006,1.1673333333333333,1.04,0.98,0.99,1.0,0.98
207,2007,1.0273333333333332,1.04,1.0,1.01,1.01,1.0
208,2008,0.8073333333333332,1.04,1.02,1.03,1.03,1.02
209,2009,1.5373333333333334,1.05,1.03,1.04,1.05,1.04
210,2010,1.4573333333333334,1.06,1.05,1.06,1.06,1.06
211,2011,0.8373333333333333,1.08,1.07,1.07,1.08,1.07
212,2012,0.9373333333333334,1.11,1.09,1.09,1.1,1.09
213,2013,0.8073333333333332,1.13,1.11,1.11,1.12,1.11
214,2014,0.9973333333333334,1.14,1.14,1.14,1.14,1.14
215,2015,1.2373333333333334,1.15,1.17,1.16,1.16,1.16
216,2016,1.5473333333333334,1.16,1.19,1.19,1.18,1.19
217,2017,1.3873333333333333,1.18,1.22,1.21,1.2,1.21
218,2018,1.2673333333333334,1.19,1.25,1.23,1.23,1.24
219,2019,1.2173333333333334,1.21,1.27,1.26,1.25,1.27
220,2020,0.9373333333333334,1.23,1.3,1.28,1.27,1.29
221,2021,,,1.32,1.3,1.29,1.32
222,2022,,,1.35,1.33,1.31,1.35
223,2023,,,1.37,1.35,1.33,1.38
224,2024,,,1.4,1.37,1.35,1.4
225,2025,,,1.43,1.4,1.37,1.43
226,2026,,,1.45,1.42,1.4,1.46
227,2027,,,1.48,1.45,1.42,1.49
228,2028,,,1.5,1.47,1.45,1.53
229,2029,,,1.53,1.5,1.47,1.56
230,2030,,,1.55,1.53,1.5,1.6
231,2031,,,1.58,1.55,1.53,1.63
232,2032,,,1.6,1.58,1.56,1.67
233,2033,,,1.63,1.61,1.59,1.71
234,2034,,,1.66,1.63,1.62,1.75
235,2035,,,1.68,1.66,1.65,1.79
236,2036,,,1.71,1.7,1.68,1.83
237,2037,,,1.73,1.73,1.72,1.87
238,2038,,,1.76,1.76,1.75,1.92
239,2039,,,1.78,1.8,1.79,1.97
240,2040,,,1.81,1.83,1.82,2.02
241,2041,,,1.83,1.86,1.86,2.07
242,2042,,,1.85,1.9,1.89,2.12
243,2043,,,1.87,1.93,1.92,2.18
244,2044,,,1.89,1.97,1.96,2.23
245,2045,,,1.91,2.0,1.99,2.28
246,2046,,,1.92,2.03,2.03,2.34
247,2047,,,1.94,2.06,2.07,2.39
248,2048,,,1.96,2.09,2.1,2.44
249,2049,,,1.97,2.12,2.14,2.49
250,2050,,,1.99,2.14,2.18,2.55
251,2051,,,2.0,2.17,2.22,2.6
252,2052,,,2.02,2.2,2.25,2.65
253,2053,,,2.03,2.22,2.29,2.71
254,2054,,,2.04,2.25,2.33,2.76
255,2055,,,2.05,2.28,2.38,2.81
256,2056,,,2.07,2.3,2.42,2.86
257,2057,,,2.07,2.33,2.46,2.92
258,2058,,,2.08,2.35,2.5,2.97
259,2059,,,2.09,2.37,2.55,3.02
260,2060,,,2.09,2.39,2.59,3.07
261,2061,,,2.1,2.42,2.63,3.12
262,2062,,,2.1,2.44,2.67,3.18
263,2063,,,2.1,2.47,2.71,3.24
264,2064,,,2.1,2.49,2.75,3.3
265,2065,,,2.11,2.51,2.79,3.36
266,2066,,,2.1,2.53,2.83,3.42
267,2067,,,2.1,2.55,2.87,3.48
268,2068,,,2.1,2.57,2.9,3.54
269,2069,,,2.1,2.59,2.94,3.6
270,2070,,,2.1,2.61,2.97,3.66
271,2071,,,2.1,2.62,3.01,3.73
272,2072,,,2.1,2.64,3.05,3.78
273,2073,,,2.1,2.66,3.09,3.84
274,2074,,,2.1,2.69,3.14,3.91
275,2075,,,2.1,2.71,3.18,3.97
276,2076,,,2.1,2.72,3.23,4.03
277,2077,,,2.1,2.74,3.27,4.09
278,2078,,,2.1,2.76,3.32,4.14
279,2079,,,2.11,2.78,3.37,4.21
280,2080,,,2.11,2.79,3.42,4.27
281,2081,,,2.11,2.81,3.47,4.32
282,2082,,,2.1,2.82,3.52,4.38
283,2083,,,2.1,2.84,3.57,4.44
284,2084,,,2.1,2.86,3.62,4.5
285,2085,,,2.09,2.88,3.67,4.56
286,2086,,,2.09,2.9,3.71,4.63
287,2087,,,2.08,2.92,3.76,4.69
288,2088,,,2.07,2.94,3.81,4.75
289,2089,,,2.06,2.95,3.86,4.81
290,2090,,,2.06,2.97,3.91,4.88
291,2091,,,2.05,2.98,3.96,4.94
292,2092,,,2.05,3.0,4.01,5.0
293,2093,,,2.04,3.01,4.06,5.06
294,2094,,,2.03,3.03,4.1,5.12
295,2095,,,2.03,3.04,4.15,5.18
296,2096,,,2.02,3.06,4.2,5.24
297,2097,,,2.02,3.07,4.25,5.3
298,2098,,,2.01,3.09,4.3,5.36
299,2099,,,2.01,3.1,4.34,5.42
300,2100,,,2.0,3.12,4.4,5.49
